期号,正码1,正码2,正码3,正码4,正码5,正码6,特码,生肖,波色,大小,单双,开奖时间,正码1生肖,正码2生肖,正码3生肖,正码4生肖,正码5生肖,正码6生肖
20260821223,39,2,33,42,49,38,32,猪,绿波,大,双,2026-08-21 11:06:00,龙,蛇,狗,牛,马,蛇
20260821224,12,1,4,40,23,36,3,龙,蓝波,小,单,2026-08-21 11:09:00,羊,马,兔,兔,猴,羊
20260821225,14,24,34,32,43,35,49,马,绿波,大,单,2026-08-21 11:12:00,蛇,羊,鸡,猪,鼠,猴
20260821226,15,6,9,23,14,19,8,猪,红波,小,双,2026-08-21 11:15:00,龙,牛,狗,猴,蛇,鼠
20260821227,16,47,6,19,43,4,8,猪,红波,小,双,2026-08-21 11:18:00,兔,猴,牛,鼠,鼠,兔
20260821228,14,16,20,39,2,31,44,猪,绿波,大,双,2026-08-21 11:21:00,蛇,兔,猪,龙,蛇,鼠
20260821229,1,46,7,12,6,47,24,羊,红波,小,双,2026-08-21 11:24:00,马,鸡,鼠,羊,牛,猴
20260821230,9,15,37,33,11,7,49,马,绿波,大,单,2026-08-21 11:27:00,狗,龙,马,狗,猴,鼠
20260821231,38,19,4,13,22,21,39,龙,绿波,大,单,2026-08-21 11:30:00,蛇,鼠,兔,马,鸡,狗
20260821232,32,30,8,4,3,2,46,鸡,红波,大,双,2026-08-21 11:33:00,猪,牛,猪,兔,龙,蛇
20260821233,26,19,8,37,48,3,5,虎,绿波,小,单,2026-08-21 11:36:00,蛇,鼠,猪,马,羊,龙
20260821234,24,41,39,2,29,31,15,龙,蓝波,小,单,2026-08-21 11:39:00,羊,虎,龙,蛇,虎,鼠
20260821235,14,30,16,28,1,39,20,猪,蓝波,小,双,2026-08-21 11:42:00,蛇,牛,兔,兔,马,龙
20260821236,35,30,10,34,36,13,49,马,绿波,大,单,2026-08-21 11:45:00,猴,牛,鸡,鸡,羊,马
20260821237,26,10,21,22,11,48,2,蛇,红波,小,双,2026-08-21 11:48:00,蛇,鸡,狗,鸡,猴,羊
20260821238,21,30,10,1,14,3,22,鸡,绿波,小,双,2026-08-21 11:51:00,狗,牛,鸡,马,蛇,龙
20260821239,48,7,10,24,47,43,1,马,红波,小,单,2026-08-21 11:54:00,羊,鼠,鸡,羊,猴,鼠
20260821240,16,32,7,15,17,44,29,虎,红波,大,单,2026-08-21 11:57:00,兔,猪,鼠,龙,虎,猪
20260821241,26,6,35,11,21,1,20,猪,蓝波,小,双,2026-08-21 12:00:00,蛇,牛,猴,猴,狗,马
20260821242,19,22,11,42,16,17,41,虎,蓝波,大,单,2026-08-21 12:03:00,鼠,鸡,猴,牛,兔,虎
20260821243,48,9,29,47,39,40,26,蛇,蓝波,大,双,2026-08-21 12:06:00,羊,狗,虎,猴,龙,兔
20260821244,48,12,6,14,11,22,45,狗,红波,大,单,2026-08-21 12:09:00,羊,羊,牛,蛇,猴,鸡
20260821245,2,40,21,46,18,45,34,鸡,红波,大,双,2026-08-21 12:12:00,蛇,兔,狗,鸡,牛,狗
20260821246,17,15,34,28,24,1,47,猴,蓝波,大,单,2026-08-21 12:15:00,虎,龙,鸡,兔,羊,马
20260821247,42,49,21,5,1,25,6,牛,绿波,小,双,2026-08-21 12:18:00,牛,马,狗,虎,马,马
20260821248,45,35,8,43,24,29,23,猴,红波,小,单,2026-08-21 12:21:00,狗,猴,猪,鼠,羊,虎
20260821249,34,29,45,12,7,6,14,蛇,蓝波,小,双,2026-08-21 12:24:00,鸡,虎,狗,羊,鼠,牛
20260821250,41,6,32,5,2,21,47,猴,蓝波,大,单,2026-08-21 12:27:00,虎,牛,猪,虎,蛇,狗
20260821251,40,11,28,24,5,33,13,马,红波,小,单,2026-08-21 12:30:00,兔,猴,兔,羊,虎,狗
20260821252,37,16,48,42,49,9,38,蛇,绿波,大,双,2026-08-21 12:33:00,马,兔,羊,牛,马,狗
20260821253,48,7,16,46,13,6,43,鼠,绿波,大,单,2026-08-21 12:36:00,羊,鼠,兔,鸡,马,牛
20260821254,39,40,17,25,41,1,4,兔,蓝波,小,双,2026-08-21 12:39:00,龙,兔,虎,马,虎,马
20260821255,48,40,14,26,9,6,11,猴,绿波,小,单,2026-08-21 12:42:00,羊,兔,蛇,蛇,狗,牛
20260821256,49,23,21,48,6,28,10,鸡,蓝波,小,双,2026-08-21 12:45:00,马,猴,狗,羊,牛,兔
20260821257,48,43,47,23,34,3,10,鸡,蓝波,小,双,2026-08-21 12:48:00,羊,鼠,猴,猴,鸡,龙
20260821258,12,1,15,33,47,3,26,蛇,蓝波,大,双,2026-08-21 12:51:00,羊,马,龙,狗,猴,龙
20260821259,26,19,21,35,5,11,34,鸡,红波,大,双,2026-08-21 12:54:00,蛇,鼠,狗,猴,虎,猴
20260821260,7,33,27,42,30,47,28,兔,绿波,大,双,2026-08-21 12:57:00,鼠,狗,龙,牛,牛,猴
20260821261,26,48,47,27,44,8,41,虎,蓝波,大,单,2026-08-21 13:00:00,蛇,羊,猴,龙,猪,猪
20260821262,22,29,45,33,19,8,46,鸡,红波,大,双,2026-08-21 13:03:00,鸡,虎,狗,狗,鼠,猪
20260821263,8,7,39,6,17,46,21,狗,绿波,小,单,2026-08-21 13:06:00,猪,鼠,龙,牛,虎,鸡
20260821264,49,45,39,34,12,26,25,马,蓝波,大,单,2026-08-21 13:09:00,马,狗,龙,鸡,羊,蛇
20260821265,34,47,10,36,11,22,16,兔,绿波,小,双,2026-08-21 13:12:00,鸡,猴,鸡,羊,猴,鸡
20260821266,29,4,22,45,6,31,49,马,绿波,大,单,2026-08-21 13:15:00,虎,兔,鸡,狗,牛,鼠
20260821267,3,6,11,12,41,10,25,马,蓝波,大,单,2026-08-21 13:18:00,龙,牛,猴,羊,虎,鸡
20260821268,10,33,46,28,45,25,48,羊,蓝波,大,双,2026-08-21 13:21:00,鸡,狗,鸡,兔,狗,马
20260821269,47,24,43,39,15,49,38,蛇,绿波,大,双,2026-08-21 13:24:00,猴,羊,鼠,龙,龙,马
20260821270,22,36,26,2,16,41,28,兔,绿波,大,双,2026-08-21 13:27:00,鸡,羊,蛇,蛇,兔,虎
20260821271,11,27,10,5,20,2,15,龙,蓝波,小,单,2026-08-21 13:30:00,猴,龙,鸡,虎,猪,蛇
20260821272,47,36,41,8,26,29,30,牛,红波,大,双,2026-08-21 13:33:00,猴,羊,虎,猪,蛇,虎
20260821273,30,49,46,40,1,9,13,马,红波,小,单,2026-08-21 13:36:00,牛,马,鸡,兔,马,狗
20260821274,22,5,8,15,39,44,13,马,红波,小,单,2026-08-21 13:39:00,鸡,虎,猪,龙,龙,猪
20260821275,1,47,19,35,7,13,31,鼠,蓝波,大,单,2026-08-21 13:42:00,马,猴,鼠,猴,鼠,马
20260821276,8,33,1,16,39,23,10,鸡,蓝波,小,双,2026-08-21 13:45:00,猪,狗,马,兔,龙,猴
20260821277,28,48,31,9,2,16,5,虎,绿波,小,单,2026-08-21 13:48:00,兔,羊,鼠,狗,蛇,兔
20260821278,16,25,1,17,2,34,11,猴,绿波,小,单,2026-08-21 13:51:00,兔,马,马,虎,蛇,鸡
20260821279,12,31,36,6,48,25,11,猴,绿波,小,单,2026-08-21 13:54:00,羊,鼠,羊,牛,羊,马
20260821280,27,7,22,45,43,35,4,兔,蓝波,小,双,2026-08-21 13:57:00,龙,鼠,鸡,狗,鼠,猴
20260821281,3,16,41,9,39,14,2,蛇,红波,小,双,2026-08-21 14:00:00,龙,兔,虎,狗,龙,蛇
20260821282,16,5,30,8,27,19,43,鼠,绿波,大,单,2026-08-21 14:03:00,兔,虎,牛,猪,龙,鼠
20260821283,47,30,43,18,41,28,39,龙,绿波,大,单,2026-08-21 14:06:00,猴,牛,鼠,牛,虎,兔
20260821284,38,27,24,39,18,13,2,蛇,红波,小,双,2026-08-21 14:09:00,蛇,龙,羊,龙,牛,马
20260821285,8,9,35,29,30,32,27,龙,绿波,大,单,2026-08-21 14:12:00,猪,狗,猴,虎,牛,猪
20260821286,21,2,37,45,41,23,16,兔,绿波,小,双,2026-08-21 14:15:00,狗,蛇,马,狗,虎,猴
20260821287,46,13,33,37,34,19,39,龙,绿波,大,单,2026-08-21 14:18:00,鸡,马,狗,马,鸡,鼠
20260821288,16,23,44,25,18,43,12,羊,红波,小,双,2026-08-21 14:21:00,兔,猴,猪,马,牛,鼠
20260821289,25,36,27,14,37,39,18,牛,红波,小,双,2026-08-21 14:24:00,马,羊,龙,蛇,马,龙
20260821290,34,4,40,14,12,36,42,牛,蓝波,大,双,2026-08-21 14:27:00,鸡,兔,兔,蛇,羊,羊
20260821291,49,26,30,35,10,27,42,牛,蓝波,大,双,2026-08-21 14:30:00,马,蛇,牛,猴,鸡,龙
20260821292,32,26,39,15,25,17,7,鼠,红波,小,单,2026-08-21 14:33:00,猪,蛇,龙,龙,马,虎
20260821293,41,27,31,47,12,21,17,虎,绿波,小,单,2026-08-21 14:36:00,虎,龙,鼠,猴,羊,狗
20260821294,46,28,19,12,16,9,24,羊,红波,小,双,2026-08-21 14:39:00,鸡,兔,鼠,羊,兔,狗
20260821295,11,3,26,35,7,42,37,马,蓝波,大,单,2026-08-21 14:42:00,猴,龙,蛇,猴,鼠,牛
20260821296,22,5,42,6,47,40,35,猴,红波,大,单,2026-08-21 14:45:00,鸡,虎,牛,牛,猴,兔
20260821297,22,25,35,30,37,3,39,龙,绿波,大,单,2026-08-21 14:48:00,鸡,马,猴,牛,马,龙
20260821298,20,33,41,21,15,16,17,虎,绿波,小,单,2026-08-21 14:51:00,猪,狗,虎,狗,龙,兔
20260821299,34,8,40,28,43,11,7,鼠,红波,小,单,2026-08-21 14:54:00,鸡,猪,兔,兔,鼠,猴
20260821300,20,10,41,2,13,44,48,羊,蓝波,大,双,2026-08-21 14:57:00,猪,鸡,虎,蛇,马,猪
20260821301,22,38,3,26,48,40,49,马,绿波,大,单,2026-08-21 15:00:00,鸡,蛇,龙,蛇,羊,兔
20260821302,14,17,43,2,7,13,4,兔,蓝波,小,双,2026-08-21 15:03:00,蛇,虎,鼠,蛇,鼠,马
20260821303,19,39,6,15,35,43,29,虎,红波,大,单,2026-08-21 15:06:00,鼠,龙,牛,龙,猴,鼠
20260821304,41,49,45,46,28,4,13,马,红波,小,单,2026-08-21 15:09:00,虎,马,狗,鸡,兔,兔
20260821305,37,6,39,8,43,9,32,猪,绿波,大,双,2026-08-21 15:12:00,马,牛,龙,猪,鼠,狗
20260821306,34,8,48,32,24,41,15,龙,蓝波,小,单,2026-08-21 15:15:00,鸡,猪,羊,猪,羊,虎
20260821307,48,34,22,8,33,26,24,羊,红波,小,双,2026-08-21 15:18:00,羊,鸡,鸡,猪,狗,蛇
20260821308,24,6,37,14,21,45,20,猪,蓝波,小,双,2026-08-21 15:21:00,羊,牛,马,蛇,狗,狗
20260821309,12,39,49,8,48,4,1,马,红波,小,单,2026-08-21 15:24:00,羊,龙,马,猪,羊,兔
20260821310,5,40,39,44,19,49,18,牛,红波,小,双,2026-08-21 15:27:00,虎,兔,龙,猪,鼠,马
20260821311,43,47,3,13,18,27,26,蛇,蓝波,大,双,2026-08-21 15:30:00,鼠,猴,龙,马,牛,龙
20260821312,16,43,8,49,12,13,15,龙,蓝波,小,单,2026-08-21 15:33:00,兔,鼠,猪,马,羊,马
20260821313,27,35,41,46,9,19,14,蛇,蓝波,小,双,2026-08-21 15:36:00,龙,猴,虎,鸡,狗,鼠
20260821314,20,13,14,35,22,17,10,鸡,蓝波,小,双,2026-08-21 15:39:00,猪,马,蛇,猴,鸡,虎
20260821315,14,16,26,29,17,40,46,鸡,红波,大,双,2026-08-21 15:42:00,蛇,兔,蛇,虎,虎,兔
20260821316,2,36,9,46,4,29,49,马,绿波,大,单,2026-08-21 15:45:00,蛇,羊,狗,鸡,兔,虎
20260821317,47,46,45,40,41,22,19,鼠,红波,小,单,2026-08-21 15:48:00,猴,鸡,狗,兔,虎,鸡
20260821318,5,21,48,33,20,7,32,猪,绿波,大,双,2026-08-21 15:51:00,虎,狗,羊,狗,猪,鼠
20260821319,40,32,31,2,17,35,26,蛇,蓝波,大,双,2026-08-21 15:54:00,兔,猪,鼠,蛇,虎,猴
20260821320,35,44,36,17,29,41,38,蛇,绿波,大,双,2026-08-21 15:57:00,猴,猪,羊,虎,虎,虎
20260821321,43,36,16,46,25,18,5,虎,绿波,小,单,2026-08-21 16:00:00,鼠,羊,兔,鸡,马,牛
20260821322,14,34,30,40,41,25,48,羊,蓝波,大,双,2026-08-21 16:03:00,蛇,鸡,牛,兔,虎,马
20260821323,34,35,27,48,33,21,14,蛇,蓝波,小,双,2026-08-21 16:06:00,鸡,猴,龙,羊,狗,狗
20260821324,18,35,33,37,8,27,7,鼠,红波,小,单,2026-08-21 16:09:00,牛,猴,狗,马,猪,龙
20260821325,22,48,10,19,7,39,6,牛,绿波,小,双,2026-08-21 16:12:00,鸡,羊,鸡,鼠,鼠,龙
20260821326,45,41,11,27,1,47,7,鼠,红波,小,单,2026-08-21 16:15:00,狗,虎,猴,龙,马,猴
20260821327,13,34,6,12,32,27,38,蛇,绿波,大,双,2026-08-21 16:18:00,马,鸡,牛,羊,猪,龙
20260821328,34,21,16,4,38,35,1,马,红波,小,单,2026-08-21 16:21:00,鸡,狗,兔,兔,蛇,猴
20260821329,34,40,37,16,47,30,3,龙,蓝波,小,单,2026-08-21 16:24:00,鸡,兔,马,兔,猴,牛
20260821330,20,15,16,44,1,45,46,鸡,红波,大,双,2026-08-21 16:27:00,猪,龙,兔,猪,马,狗
20260821331,44,10,34,41,33,5,24,羊,红波,小,双,2026-08-21 16:30:00,猪,鸡,鸡,虎,狗,虎
20260821332,14,38,3,32,4,44,19,鼠,红波,小,单,2026-08-21 16:33:00,蛇,蛇,龙,猪,兔,猪
20260821333,11,37,42,2,20,39,21,狗,绿波,小,单,2026-08-21 16:36:00,猴,马,牛,蛇,猪,龙
20260821334,45,36,5,44,11,14,26,蛇,蓝波,大,双,2026-08-21 16:39:00,狗,羊,虎,猪,猴,蛇
20260821335,33,24,44,31,12,32,6,牛,绿波,小,双,2026-08-21 16:42:00,狗,羊,猪,鼠,羊,猪
20260821336,27,37,38,9,24,19,42,牛,蓝波,大,双,2026-08-21 16:45:00,龙,马,蛇,狗,羊,鼠
20260821337,30,4,1,38,8,39,11,猴,绿波,小,单,2026-08-21 16:48:00,牛,兔,马,蛇,猪,龙
20260821338,28,5,8,2,16,41,39,龙,绿波,大,单,2026-08-21 16:51:00,兔,虎,猪,蛇,兔,虎
20260821339,47,23,44,10,3,22,45,狗,红波,大,单,2026-08-21 16:54:00,猴,猴,猪,鸡,龙,鸡
20260821340,22,34,31,29,40,19,49,马,绿波,大,单,2026-08-21 16:57:00,鸡,鸡,鼠,虎,兔,鼠
20260821341,1,42,10,36,8,40,14,蛇,蓝波,小,双,2026-08-21 17:00:00,马,牛,鸡,羊,猪,兔
20260821342,37,47,42,41,8,10,23,猴,红波,小,单,2026-08-21 17:03:00,马,猴,牛,虎,猪,鸡
20260821343,8,48,21,13,42,22,36,羊,蓝波,大,双,2026-08-21 17:06:00,猪,羊,狗,马,牛,鸡
20260821344,22,48,25,18,46,28,6,牛,绿波,小,双,2026-08-21 17:09:00,鸡,羊,马,牛,鸡,兔
20260821345,29,37,33,31,6,5,20,猪,蓝波,小,双,2026-08-21 17:12:00,虎,马,狗,鼠,牛,虎
20260821346,48,12,4,7,32,42,34,鸡,红波,大,双,2026-08-21 17:15:00,羊,羊,兔,鼠,猪,牛
20260821347,34,18,3,9,21,8,24,羊,红波,小,双,2026-08-21 17:18:00,鸡,牛,龙,狗,狗,猪
20260821348,10,16,37,35,22,6,21,狗,绿波,小,单,2026-08-21 17:21:00,鸡,兔,马,猴,鸡,牛
20260821349,20,46,37,18,29,25,38,蛇,绿波,大,双,2026-08-21 17:24:00,猪,鸡,马,牛,虎,马
20260821350,4,45,8,47,13,34,12,羊,红波,小,双,2026-08-21 17:27:00,兔,狗,猪,猴,马,鸡
20260821351,46,44,27,45,40,36,10,鸡,蓝波,小,双,2026-08-21 17:30:00,鸡,猪,龙,狗,兔,羊
20260821352,49,22,6,40,24,48,25,马,蓝波,大,单,2026-08-21 17:33:00,马,鸡,牛,兔,羊,羊
20260821353,43,21,2,28,40,20,39,龙,绿波,大,单,2026-08-21 17:36:00,鼠,狗,蛇,兔,兔,猪
20260821354,32,27,4,5,16,30,8,猪,红波,小,双,2026-08-21 17:39:00,猪,龙,兔,虎,兔,牛
20260821355,22,7,2,45,47,46,19,鼠,红波,小,单,2026-08-21 17:42:00,鸡,鼠,蛇,狗,猴,鸡
20260821356,44,43,7,10,34,39,33,狗,绿波,大,单,2026-08-21 17:45:00,猪,鼠,鼠,鸡,鸡,龙
20260821357,9,25,41,1,30,21,14,蛇,蓝波,小,双,2026-08-21 17:48:00,狗,马,虎,马,牛,狗
20260821358,37,22,8,45,3,44,35,猴,红波,大,单,2026-08-21 17:51:00,马,鸡,猪,狗,龙,猪
20260821359,36,26,38,44,10,4,5,虎,绿波,小,单,2026-08-21 17:54:00,羊,蛇,蛇,猪,鸡,兔
20260821360,11,32,9,27,28,4,3,龙,蓝波,小,单,2026-08-21 17:57:00,猴,猪,狗,龙,兔,兔
20260821361,47,12,40,10,25,42,49,马,绿波,大,单,2026-08-21 18:00:00,猴,羊,兔,鸡,马,牛
20260821362,38,44,22,42,2,36,35,猴,红波,大,单,2026-08-21 18:03:00,蛇,猪,鸡,牛,蛇,羊
20260821363,32,24,33,34,8,47,17,虎,绿波,小,单,2026-08-21 18:06:00,猪,羊,狗,鸡,猪,猴
20260821364,16,44,22,21,48,38,17,虎,绿波,小,单,2026-08-21 18:09:00,兔,猪,鸡,狗,羊,蛇
20260821365,6,29,38,24,43,18,42,牛,蓝波,大,双,2026-08-21 18:12:00,牛,虎,蛇,羊,鼠,牛
20260821366,8,9,27,34,44,30,37,马,蓝波,大,单,2026-08-21 18:15:00,猪,狗,龙,鸡,猪,牛
20260821367,12,27,1,20,33,19,17,虎,绿波,小,单,2026-08-21 18:18:00,羊,龙,马,猪,狗,鼠
20260821368,37,11,34,25,26,9,23,猴,红波,小,单,2026-08-21 18:21:00,马,猴,鸡,马,蛇,狗
20260821369,38,4,46,42,31,39,23,猴,红波,小,单,2026-08-21 18:24:00,蛇,兔,鸡,牛,鼠,龙
20260821370,23,13,18,48,22,24,11,猴,绿波,小,单,2026-08-21 18:27:00,猴,马,牛,羊,鸡,羊
20260821371,36,49,5,27,11,7,6,牛,绿波,小,双,2026-08-21 18:30:00,羊,马,虎,龙,猴,鼠
20260821372,33,2,21,42,35,39,11,猴,绿波,小,单,2026-08-21 18:33:00,狗,蛇,狗,牛,猴,龙
20260821373,31,36,34,23,45,14,39,龙,绿波,大,单,2026-08-21 18:36:00,鼠,羊,鸡,猴,狗,蛇
20260821374,9,35,7,6,42,33,34,鸡,红波,大,双,2026-08-21 18:39:00,狗,猴,鼠,牛,牛,狗
20260821375,10,4,36,33,13,45,14,蛇,蓝波,小,双,2026-08-21 18:42:00,鸡,兔,羊,狗,马,狗
20260821376,12,44,16,9,17,18,7,鼠,红波,小,单,2026-08-21 18:45:00,羊,猪,兔,狗,虎,牛
20260821377,26,41,1,20,7,36,34,鸡,红波,大,双,2026-08-21 18:48:00,蛇,虎,马,猪,鼠,羊
20260821378,47,19,3,18,49,21,38,蛇,绿波,大,双,2026-08-21 18:51:00,猴,鼠,龙,牛,马,狗
20260821379,4,23,27,14,16,25,15,龙,蓝波,小,单,2026-08-21 18:54:00,兔,猴,龙,蛇,兔,马
20260821380,18,16,47,37,33,32,49,马,绿波,大,单,2026-08-21 18:57:00,牛,兔,猴,马,狗,猪
20260821381,40,43,9,14,20,13,28,兔,绿波,大,双,2026-08-21 19:00:00,兔,鼠,狗,蛇,猪,马
20260821382,33,17,8,10,13,45,25,马,蓝波,大,单,2026-08-21 19:03:00,狗,虎,猪,鸡,马,狗
20260821383,36,42,14,24,38,9,7,鼠,红波,小,单,2026-08-21 19:06:00,羊,牛,蛇,羊,蛇,狗
20260821384,10,23,15,44,2,33,46,鸡,红波,大,双,2026-08-21 19:09:00,鸡,猴,龙,猪,蛇,狗
20260821385,18,36,6,21,44,35,30,牛,红波,大,双,2026-08-21 19:12:00,牛,羊,牛,狗,猪,猴
20260821386,39,8,14,45,41,15,36,羊,蓝波,大,双,2026-08-21 19:15:00,龙,猪,蛇,狗,虎,龙
20260821387,14,8,37,3,35,20,12,羊,红波,小,双,2026-08-21 19:18:00,蛇,猪,马,龙,猴,猪
20260821388,43,32,25,18,27,49,19,鼠,红波,小,单,2026-08-21 19:21:00,鼠,猪,马,牛,龙,马
20260821389,49,34,4,30,41,25,5,虎,绿波,小,单,2026-08-21 19:24:00,马,鸡,兔,牛,虎,马
20260821390,6,1,7,13,43,38,48,羊,蓝波,大,双,2026-08-21 19:27:00,牛,马,鼠,马,鼠,蛇
20260821391,39,6,30,33,49,37,14,蛇,蓝波,小,双,2026-08-21 19:30:00,龙,牛,牛,狗,马,马
20260821392,20,21,40,12,8,16,15,龙,蓝波,小,单,2026-08-21 19:33:00,猪,狗,兔,羊,猪,兔
20260821393,32,35,1,49,7,36,9,狗,蓝波,小,单,2026-08-21 19:36:00,猪,猴,马,马,鼠,羊
20260821394,22,38,21,15,28,26,36,羊,蓝波,大,双,2026-08-21 19:39:00,鸡,蛇,狗,龙,兔,蛇
20260821395,46,34,49,5,10,47,6,牛,绿波,小,双,2026-08-21 19:42:00,鸡,鸡,马,虎,鸡,猴
20260821396,16,21,18,10,45,37,24,羊,红波,小,双,2026-08-21 19:45:00,兔,狗,牛,鸡,狗,马
20260821397,49,37,36,38,39,25,47,猴,蓝波,大,单,2026-08-21 19:48:00,马,马,羊,蛇,龙,马
20260821398,25,46,42,9,2,24,8,猪,红波,小,双,2026-08-21 19:51:00,马,鸡,牛,狗,蛇,羊
20260821399,32,5,43,26,30,17,40,兔,红波,大,双,2026-08-21 19:54:00,猪,虎,鼠,蛇,牛,虎
20260821400,29,6,46,48,25,20,40,兔,红波,大,双,2026-08-21 19:57:00,虎,牛,鸡,羊,马,猪
20260821401,2,11,17,20,46,8,16,兔,绿波,小,双,2026-08-21 20:00:00,蛇,猴,虎,猪,鸡,猪
20260821402,2,42,17,19,33,5,16,兔,绿波,小,双,2026-08-21 20:03:00,蛇,牛,虎,鼠,狗,虎
20260821403,38,15,42,19,8,6,43,鼠,绿波,大,单,2026-08-21 20:06:00,蛇,龙,牛,鼠,猪,牛
20260821404,26,31,44,7,28,12,30,牛,红波,大,双,2026-08-21 20:09:00,蛇,鼠,猪,鼠,兔,羊
20260821405,12,39,31,27,46,16,33,狗,绿波,大,单,2026-08-21 20:12:00,羊,龙,鼠,龙,鸡,兔
20260821406,24,27,36,31,32,9,6,牛,绿波,小,双,2026-08-21 20:15:00,羊,龙,羊,鼠,猪,狗
20260821407,43,4,20,44,28,7,26,蛇,蓝波,大,双,2026-08-21 20:18:00,鼠,兔,猪,猪,兔,鼠
20260821408,19,7,33,13,43,12,22,鸡,绿波,小,双,2026-08-21 20:21:00,鼠,鼠,狗,马,鼠,羊
20260821409,10,44,28,42,1,5,35,猴,红波,大,单,2026-08-21 20:24:00,鸡,猪,兔,牛,马,虎
20260821410,18,1,23,26,11,44,25,马,蓝波,大,单,2026-08-21 20:27:00,牛,马,猴,蛇,猴,猪
20260821411,42,38,14,20,30,4,12,羊,红波,小,双,2026-08-21 20:30:00,牛,蛇,蛇,猪,牛,兔
20260821412,37,11,49,5,46,13,30,牛,红波,大,双,2026-08-21 20:33:00,马,猴,马,虎,鸡,马
20260821413,48,2,27,37,45,46,3,龙,蓝波,小,单,2026-08-21 20:36:00,羊,蛇,龙,马,狗,鸡
20260821414,3,29,24,41,39,22,48,羊,蓝波,大,双,2026-08-21 20:39:00,龙,虎,羊,虎,龙,鸡
20260821415,3,8,27,14,7,11,2,蛇,红波,小,双,2026-08-21 20:42:00,龙,猪,龙,蛇,鼠,猴
20260821416,10,9,6,8,48,38,12,羊,红波,小,双,2026-08-21 20:45:00,鸡,狗,牛,猪,羊,蛇
20260821417,29,19,40,22,24,2,10,鸡,蓝波,小,双,2026-08-21 20:48:00,虎,鼠,兔,鸡,羊,蛇
20260821418,23,45,7,2,27,17,5,虎,绿波,小,单,2026-08-21 20:51:00,猴,狗,鼠,蛇,龙,虎
20260821419,11,20,47,16,12,15,28,兔,绿波,大,双,2026-08-21 20:54:00,猴,猪,猴,兔,羊,龙
20260821420,48,1,7,12,33,23,25,马,蓝波,大,单,2026-08-21 20:57:00,羊,马,鼠,羊,狗,猴
20260821421,27,20,36,14,44,32,29,虎,红波,大,单,2026-08-21 21:00:00,龙,猪,羊,蛇,猪,猪
20260821422,24,48,34,2,4,11,20,猪,蓝波,小,双,2026-08-21 21:03:00,羊,羊,鸡,蛇,兔,猴
20260821423,28,30,16,7,44,43,40,兔,红波,大,双,2026-08-21 21:06:00,兔,牛,兔,鼠,猪,鼠
20260821424,15,34,4,2,36,33,11,猴,绿波,小,单,2026-08-21 21:09:00,龙,鸡,兔,蛇,羊,狗
20260821425,37,2,17,11,31,34,40,兔,红波,大,双,2026-08-21 21:12:00,马,蛇,虎,猴,鼠,鸡
20260821426,3,28,32,30,39,27,47,猴,蓝波,大,单,2026-08-21 21:15:00,龙,兔,猪,牛,龙,龙
20260821427,31,9,5,41,10,37,38,蛇,绿波,大,双,2026-08-21 21:18:00,鼠,狗,虎,虎,鸡,马
20260821428,23,28,1,43,47,29,6,牛,绿波,小,双,2026-08-21 21:21:00,猴,兔,马,鼠,猴,虎
20260821429,11,26,33,15,14,5,7,鼠,红波,小,单,2026-08-21 21:24:00,猴,蛇,狗,龙,蛇,虎
20260821430,3,33,24,6,39,25,14,蛇,蓝波,小,双,2026-08-21 21:27:00,龙,狗,羊,牛,龙,马
20260821431,18,17,24,32,43,30,12,羊,红波,小,双,2026-08-21 21:30:00,牛,虎,羊,猪,鼠,牛
20260821432,26,15,34,39,38,30,19,鼠,红波,小,单,2026-08-21 21:33:00,蛇,龙,鸡,龙,蛇,牛
20260821433,17,27,41,39,25,21,26,蛇,蓝波,大,双,2026-08-21 21:36:00,虎,龙,虎,龙,马,狗
20260821434,8,12,26,20,35,15,38,蛇,绿波,大,双,2026-08-21 21:39:00,猪,羊,蛇,猪,猴,龙
20260821435,40,28,13,25,43,45,23,猴,红波,小,单,2026-08-21 21:42:00,兔,兔,马,马,鼠,狗
20260821436,44,16,41,24,38,35,2,蛇,红波,小,双,2026-08-21 21:45:00,猪,兔,虎,羊,蛇,猴
20260821437,32,5,12,19,46,15,4,兔,蓝波,小,双,2026-08-21 21:48:00,猪,虎,羊,鼠,鸡,龙
20260821438,27,22,44,5,3,10,2,蛇,红波,小,双,2026-08-21 21:51:00,龙,鸡,猪,虎,龙,鸡
20260821439,24,43,19,20,42,2,48,羊,蓝波,大,双,2026-08-21 21:54:00,羊,鼠,鼠,猪,牛,蛇
20260821440,42,20,24,48,34,49,29,虎,红波,大,单,2026-08-21 21:57:00,牛,猪,羊,羊,鸡,马
20260821441,9,29,48,27,12,47,3,龙,蓝波,小,单,2026-08-21 22:00:00,狗,虎,羊,龙,羊,猴
20260821442,3,31,48,1,37,44,13,马,红波,小,单,2026-08-21 22:03:00,龙,鼠,羊,马,马,猪
20260821443,6,39,4,31,49,20,43,鼠,绿波,大,单,2026-08-21 22:06:00,牛,龙,兔,鼠,马,猪
20260821444,20,2,27,6,34,48,16,兔,绿波,小,双,2026-08-21 22:09:00,猪,蛇,龙,牛,鸡,羊
20260821445,47,4,10,31,22,49,23,猴,红波,小,单,2026-08-21 22:12:00,猴,兔,鸡,鼠,鸡,马
20260821446,1,35,10,37,16,44,39,龙,绿波,大,单,2026-08-21 22:15:00,马,猴,鸡,马,兔,猪
